Packet #,Timestamp,Source IP,Destination IP,Protocol,Length (B),Source Port,Destination Port,TCP Flags,DNS Query,DNS Query Type,DNS Response,ICMP Type,ICMP Code,HTTP Host,HTTP Method,HTTP URI,TLS Version,Info
609,12:49:01.358,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
610,12:49:01.358,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
611,12:49:01.358,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
612,12:49:01.358,192.168.174.39,224.0.0.251,UDP,77,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=77
613,12:49:01.527,192.168.167.137,142.251.222.206,ICMP,74,,,,,,,8,0,,,,,ICMP Echo Request (type=8 code=0)
614,12:49:01.584,142.251.222.206,192.168.167.137,ICMP,78,,,,,,,0,0,,,,,ICMP Echo Reply (type=0 code=0)
615,12:49:01.637,192.168.167.137,172.217.117.4,HTTPS/TLS,4172,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
616,12:49:01.638,192.168.167.137,172.217.117.4,HTTPS/TLS,16460,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
617,12:49:01.638,192.168.167.137,172.217.117.4,HTTPS/TLS,16460,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
618,12:49:01.638,192.168.167.137,172.217.117.4,HTTPS/TLS,15586,65348,443,ACK,,,,,,,,,,TLS  65348->443 [ACK]
619,12:49:01.664,0.0.0.0,255.255.255.255,UDP,364,68,67,,,,,,,,,,,UDP 68->67 Len=364
620,12:49:01.664,192.168.172.23,224.0.0.252,UDP,75,51800,5355,,,,,,,,,,,UDP 51800->5355 Len=75
621,12:49:01.664,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
622,12:49:01.664,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
623,12:49:01.664,192.168.162.187,224.0.0.251,UDP,397,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=397
624,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
625,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
626,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
627,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
628,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
629,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
630,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
631,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
632,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
633,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
634,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
635,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
636,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
637,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
638,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
639,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
640,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
641,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
642,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
643,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
644,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
645,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
646,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
647,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
648,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
649,12:49:01.694,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
650,12:49:01.694,192.168.167.137,172.217.117.4,HTTPS/TLS,53710,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
651,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
652,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
653,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
654,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
655,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
656,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
657,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
658,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
659,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
660,12:49:01.730,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
661,12:49:01.730,192.168.167.137,172.217.117.4,HTTPS/TLS,31118,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
662,12:49:01.741,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
663,12:49:01.741,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
664,12:49:01.741,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
665,12:49:01.741,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
666,12:49:01.741,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
667,12:49:01.741,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
668,12:49:01.741,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
669,12:49:01.741,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
670,12:49:01.741,192.168.167.137,172.217.117.4,HTTPS/TLS,24058,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
671,12:49:01.756,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
672,12:49:01.756,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
673,12:49:01.756,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
674,12:49:01.756,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
675,12:49:01.756,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
676,12:49:01.756,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
677,12:49:01.756,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
678,12:49:01.756,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
679,12:49:01.756,192.168.167.137,172.217.117.4,HTTPS/TLS,24058,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
680,12:49:01.766,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
681,12:49:01.766,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
682,12:49:01.766,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
683,12:49:01.766,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
684,12:49:01.766,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
685,12:49:01.766,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
686,12:49:01.766,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
687,12:49:01.766,192.168.167.137,172.217.117.4,HTTPS/TLS,21234,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
688,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
689,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
690,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
691,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
692,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
693,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
694,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
695,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
696,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
697,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
698,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
699,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
700,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
701,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
702,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
703,12:49:01.789,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
704,12:49:01.790,192.168.167.137,172.217.117.4,HTTPS/TLS,46650,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
705,12:49:01.798,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
706,12:49:01.798,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
707,12:49:01.798,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
708,12:49:01.798,192.168.167.137,172.217.117.4,HTTPS/TLS,9938,65348,443,ACK,,,,,,,,,,TLS  65348->443 [ACK]
709,12:49:01.805,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
710,12:49:01.805,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
711,12:49:01.805,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
712,12:49:01.805,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
713,12:49:01.805,192.168.167.137,172.217.117.4,HTTPS/TLS,12762,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
714,12:49:01.813,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
715,12:49:01.813,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
716,12:49:01.813,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
717,12:49:01.813,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
718,12:49:01.813,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
719,12:49:01.813,192.168.167.137,172.217.117.4,HTTPS/TLS,14174,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
720,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
721,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
722,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
723,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
724,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
725,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
726,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
727,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
728,12:49:01.828,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
729,12:49:01.828,192.168.167.137,172.217.117.4,HTTPS/TLS,26882,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
730,12:49:01.831,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
731,12:49:01.831,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
732,12:49:01.831,192.168.167.137,172.217.117.4,HTTPS/TLS,5702,65348,443,ACK,,,,,,,,,,TLS  65348->443 [ACK]
733,12:49:01.835,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
734,12:49:01.835,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
735,12:49:01.835,192.168.167.137,172.217.117.4,HTTPS/TLS,3254,65348,443,PSH-ACK,,,,,,,,,,TLS  65348->443 [PSH-ACK]
736,12:49:01.838,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
737,12:49:01.838,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
738,12:49:01.838,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
739,12:49:01.841,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
740,12:49:01.849,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
741,12:49:01.849,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
742,12:49:01.849,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
743,12:49:01.849,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
744,12:49:01.861,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
745,12:49:01.861,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
746,12:49:01.861,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
747,12:49:01.861,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
748,12:49:01.861,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
749,12:49:01.861,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
750,12:49:01.861,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
751,12:49:01.861,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
752,12:49:01.865,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
753,12:49:01.865,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65348,ACK,,,,,,,,,,TLS  443->65348 [ACK]
754,12:49:01.968,192.168.190.149,224.0.0.251,UDP,294,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=294
755,12:49:01.968,192.168.188.210,224.0.0.251,UDP,200,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=200
756,12:49:01.968,192.168.160.146,224.0.0.251,UDP,1437,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=1437
757,12:49:01.968,192.168.172.23,224.0.0.252,UDP,75,51800,5355,,,,,,,,,,,UDP 51800->5355 Len=75
758,12:49:01.968,192.168.191.70,239.255.255.250,UDP,167,56834,1900,,,,,,,,,,,UDP 56834->1900 Len=167
759,12:49:01.968,192.168.174.170,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
760,12:49:01.968,192.168.188.210,224.0.0.251,UDP,253,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=253
761,12:49:01.968,192.168.173.93,239.255.255.250,UDP,179,54137,1900,,,,,,,,,,,UDP 54137->1900 Len=179
762,12:49:01.973,192.168.172.190,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
763,12:49:01.973,192.168.172.190,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
764,12:49:01.973,192.168.173.5,239.255.255.250,UDP,698,56527,3702,,,,,,,,,,,UDP 56527->3702 Len=698
765,12:49:01.973,192.168.178.151,192.168.191.255,UDP,243,138,138,,,,,,,,,,,UDP 138->138 Len=243
766,12:49:02.130,192.168.167.137,172.217.117.4,HTTPS/TLS,55,61540,443,ACK,,,,,,,,,,TLS  61540->443 [ACK]
767,12:49:02.160,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,61540,ACK,,,,,,,,,,TLS  443->61540 [ACK]
768,12:49:02.274,192.168.172.157,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
769,12:49:02.274,192.168.182.221,224.0.0.251,UDP,430,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=430
770,12:49:02.274,192.168.191.70,192.168.191.255,UDP,86,57621,57621,,,,,,,,,,,UDP 57621->57621 Len=86
771,12:49:02.274,192.168.163.34,224.0.0.251,UDP,490,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=490
772,12:49:02.274,192.168.172.177,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
773,12:49:02.274,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
774,12:49:02.274,192.168.172.23,224.0.0.252,UDP,75,55624,5355,,,,,,,,,,,UDP 55624->5355 Len=75
775,12:49:02.581,192.168.173.5,239.255.255.250,UDP,698,56527,3702,,,,,,,,,,,UDP 56527->3702 Len=698
776,12:49:02.581,192.168.160.109,239.255.255.250,UDP,167,40328,1900,,,,,,,,,,,UDP 40328->1900 Len=167
777,12:49:02.581,192.168.188.96,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
778,12:49:02.581,192.168.162.209,224.0.0.251,UDP,492,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=492
779,12:49:02.581,192.168.174.161,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
780,12:49:02.659,192.168.167.137,172.217.117.4,HTTPS/TLS,66,65364,443,SYN,,,,,,,,,,TLS  65364->443 [SYN]
781,12:49:02.694,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,65364,SYN-ACK,,,,,,,,,,TLS  443->65364 [SYN-ACK]
782,12:49:02.694,192.168.167.137,172.217.117.4,HTTPS/TLS,54,65364,443,ACK,,,,,,,,,,TLS  65364->443 [ACK]
783,12:49:02.694,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,65364,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 65364->443 [PSH-ACK]
784,12:49:02.708,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,65364,RST-ACK,,,,,,,,,,TLS  443->65364 [RST-ACK]
785,12:49:02.890,192.168.172.23,239.255.255.250,UDP,179,63412,1900,,,,,,,,,,,UDP 63412->1900 Len=179
786,12:49:02.890,192.168.172.23,224.0.0.252,UDP,75,55624,5355,,,,,,,,,,,UDP 55624->5355 Len=75
787,12:49:02.890,192.168.173.5,239.255.255.250,UDP,698,56527,3702,,,,,,,,,,,UDP 56527->3702 Len=698
788,12:49:03.197,192.168.172.177,192.168.191.255,UDP,92,137,137,,,,,,,,,,,UDP 137->137 Len=92
789,12:49:03.197,192.168.173.102,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
790,12:49:03.197,192.168.171.191,224.0.0.251,UDP,107,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=107
791,12:49:03.197,192.168.168.111,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
792,12:49:03.197,192.168.168.111,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
793,12:49:03.197,192.168.168.111,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
794,12:49:03.197,192.168.161.137,239.255.255.250,UDP,175,57062,1900,,,,,,,,,,,UDP 57062->1900 Len=175
795,12:49:03.197,192.168.172.23,224.0.0.252,UDP,75,54884,5355,,,,,,,,,,,UDP 54884->5355 Len=75
796,12:49:03.505,192.168.178.22,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
797,12:49:03.505,192.168.173.5,239.255.255.250,UDP,698,56527,3702,,,,,,,,,,,UDP 56527->3702 Len=698
798,12:49:03.505,192.168.191.70,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
799,12:49:03.505,192.168.174.165,224.0.0.251,UDP,293,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=293
800,12:49:03.505,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
801,12:49:03.505,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
802,12:49:03.505,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
803,12:49:03.505,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
804,12:49:03.515,192.168.188.210,224.0.0.251,UDP,253,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=253
805,12:49:03.515,192.168.188.210,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
806,12:49:03.815,192.168.160.53,224.0.0.251,UDP,571,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=571
807,12:49:03.815,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
808,12:49:03.815,192.168.172.23,224.0.0.252,UDP,75,54884,5355,,,,,,,,,,,UDP 54884->5355 Len=75
