Packet #,Timestamp,Source IP,Destination IP,Protocol,Length (B),Source Port,Destination Port,TCP Flags,DNS Query,DNS Query Type,DNS Response,ICMP Type,ICMP Code,HTTP Host,HTTP Method,HTTP URI,TLS Version,Info
192,12:48:51.399,172.217.114.4,192.168.167.137,HTTPS/TLS,70,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
193,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,70,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
194,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,70,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
195,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,70,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
196,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,70,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
197,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,70,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
198,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
199,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
200,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
201,12:48:51.409,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
202,12:48:51.409,192.168.167.137,172.217.114.4,HTTPS/TLS,1466,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
203,12:48:51.409,192.168.167.137,172.217.114.4,HTTPS/TLS,188,63152,443,PSH-ACK,,,,,,,,,,TLS  63152->443 [PSH-ACK]
204,12:48:51.419,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
205,12:48:51.423,172.217.114.4,192.168.167.137,HTTPS/TLS,70,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
206,12:48:51.423,172.217.114.4,192.168.167.137,HTTPS/TLS,64,443,63152,ACK,,,,,,,,,,TLS  443->63152 [ACK]
207,12:48:51.524,192.168.191.70,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
208,12:48:51.524,192.168.173.248,239.255.255.250,UDP,212,57267,1900,,,,,,,,,,,UDP 57267->1900 Len=212
209,12:48:51.524,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
210,12:48:51.524,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
211,12:48:51.532,192.168.172.157,224.0.0.251,UDP,513,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=513
212,12:48:51.532,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
213,12:48:51.532,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
214,12:48:51.532,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
215,12:48:51.532,192.168.174.168,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
216,12:48:51.532,192.168.160.53,224.0.0.251,UDP,571,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=571
217,12:48:51.532,192.168.172.167,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
218,12:48:51.827,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
219,12:48:51.827,192.168.172.157,192.168.191.255,UDP,110,137,137,,,,,,,,,,,UDP 137->137 Len=110
220,12:48:51.827,192.168.171.112,239.255.255.250,UDP,694,65044,3702,,,,,,,,,,,UDP 65044->3702 Len=694
221,12:48:51.827,192.168.160.107,224.0.0.251,UDP,86,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=86
222,12:48:51.827,192.168.191.70,239.255.255.250,UDP,167,56834,1900,,,,,,,,,,,UDP 56834->1900 Len=167
223,12:48:52.142,192.168.162.14,224.0.0.251,UDP,563,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=563
224,12:48:52.142,192.168.179.26,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
225,12:48:52.142,0.0.0.0,255.255.255.255,UDP,350,68,67,,,,,,,,,,,UDP 68->67 Len=350
226,12:48:52.142,0.0.0.0,255.255.255.255,UDP,360,68,67,,,,,,,,,,,UDP 68->67 Len=360
227,12:48:52.142,192.168.171.204,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
228,12:48:52.142,192.168.171.204,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
229,12:48:52.142,192.168.171.204,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
230,12:48:52.142,192.168.173.135,239.255.255.250,UDP,698,63411,3702,,,,,,,,,,,UDP 63411->3702 Len=698
231,12:48:52.142,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
232,12:48:52.142,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
233,12:48:52.142,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
234,12:48:52.142,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
235,12:48:52.142,192.168.186.71,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
236,12:48:52.458,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
237,12:48:52.458,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
238,12:48:52.458,192.168.173.135,239.255.255.250,UDP,698,63411,3702,,,,,,,,,,,UDP 63411->3702 Len=698
239,12:48:52.458,192.168.173.253,224.0.0.251,UDP,557,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=557
240,12:48:52.458,192.168.179.26,239.255.255.250,UDP,167,52329,1900,,,,,,,,,,,UDP 52329->1900 Len=167
241,12:48:52.458,192.168.173.248,239.255.255.250,UDP,212,57267,1900,,,,,,,,,,,UDP 57267->1900 Len=212
242,12:48:52.585,192.168.167.137,172.217.117.4,HTTPS/TLS,66,63276,443,SYN,,,,,,,,,,TLS  63276->443 [SYN]
243,12:48:52.606,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,63276,SYN-ACK,,,,,,,,,,TLS  443->63276 [SYN-ACK]
244,12:48:52.607,192.168.167.137,172.217.117.4,HTTPS/TLS,54,63276,443,ACK,,,,,,,,,,TLS  63276->443 [ACK]
245,12:48:52.607,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,63276,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 63276->443 [PSH-ACK]
246,12:48:52.616,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,63276,RST-ACK,,,,,,,,,,TLS  443->63276 [RST-ACK]
247,12:48:52.752,192.168.178.22,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
248,12:48:52.752,192.168.178.22,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
249,12:48:52.752,192.168.160.198,239.255.255.250,UDP,179,34272,1900,,,,,,,,,,,UDP 34272->1900 Len=179
250,12:48:52.752,192.168.172.194,224.0.0.251,UDP,293,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=293
251,12:48:52.752,192.168.173.135,239.255.255.250,UDP,698,63411,3702,,,,,,,,,,,UDP 63411->3702 Len=698
252,12:48:52.752,0.0.0.0,255.255.255.255,UDP,344,68,67,,,,,,,,,,,UDP 68->67 Len=344
253,12:48:53.063,192.168.171.204,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
254,12:48:53.063,0.0.0.0,255.255.255.255,UDP,365,68,67,,,,,,,,,,,UDP 68->67 Len=365
255,12:48:53.063,192.168.172.190,224.0.0.252,UDP,75,50920,5355,,,,,,,,,,,UDP 50920->5355 Len=75
256,12:48:53.368,192.168.168.66,239.255.255.250,UDP,179,1900,1900,,,,,,,,,,,UDP 1900->1900 Len=179
257,12:48:53.368,192.168.168.66,239.255.255.250,UDP,179,1900,1900,,,,,,,,,,,UDP 1900->1900 Len=179
258,12:48:53.368,192.168.168.66,239.255.255.250,UDP,179,1900,1900,,,,,,,,,,,UDP 1900->1900 Len=179
259,12:48:53.368,192.168.191.70,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
260,12:48:53.368,192.168.172.157,192.168.191.255,UDP,110,137,137,,,,,,,,,,,UDP 137->137 Len=110
261,12:48:53.368,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
262,12:48:53.368,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
263,12:48:53.368,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
264,12:48:53.375,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
265,12:48:53.375,192.168.172.190,239.255.255.250,UDP,179,53740,1900,,,,,,,,,,,UDP 53740->1900 Len=179
266,12:48:53.375,192.168.173.102,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
267,12:48:53.375,192.168.173.135,239.255.255.250,UDP,698,63411,3702,,,,,,,,,,,UDP 63411->3702 Len=698
268,12:48:53.375,192.168.173.248,239.255.255.250,UDP,212,57267,1900,,,,,,,,,,,UDP 57267->1900 Len=212
269,12:48:53.679,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
270,12:48:53.679,192.168.172.190,224.0.0.252,UDP,75,50920,5355,,,,,,,,,,,UDP 50920->5355 Len=75
271,12:48:53.679,192.168.178.22,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
272,12:48:53.679,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
273,12:48:53.740,172.217.114.4,192.168.167.137,HTTPS/TLS,829,443,63152,PSH-ACK,,,,,,,,,,TLS  443->63152 [PSH-ACK]
274,12:48:53.789,192.168.167.137,172.217.114.4,HTTPS/TLS,54,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
275,12:48:53.860,192.168.167.137,8.8.8.8,DNS,75,61444,53,,ssl.gstatic.com,65,,,,,,,,DNS Query: ssl.gstatic.com (65)
276,12:48:53.860,192.168.167.137,8.8.8.8,DNS,75,59815,53,,ssl.gstatic.com,A,,,,,,,,DNS Query: ssl.gstatic.com (A)
277,12:48:53.873,8.8.8.8,192.168.167.137,DNS,136,53,61444,,ssl.gstatic.com,65,,,,,,,,DNS Query: ssl.gstatic.com (65)
278,12:48:53.873,8.8.8.8,192.168.167.137,DNS,95,53,59815,,ssl.gstatic.com,A,142.251.221.195,,,,,,,DNS Response: ssl.gstatic.com -> 142.251.221.195
279,12:48:53.875,192.168.167.137,142.251.221.195,QUIC,1292,60322,443,,,,,,,,,,,QUIC 60322->443 Len=1292
280,12:48:53.876,192.168.167.137,142.251.221.195,QUIC,1292,60322,443,,,,,,,,,,,QUIC 60322->443 Len=1292
281,12:48:53.876,192.168.167.137,142.251.221.195,QUIC,123,60322,443,,,,,,,,,,,QUIC 60322->443 Len=123
282,12:48:53.877,192.168.167.137,142.251.221.195,QUIC,709,60322,443,,,,,,,,,,,QUIC 60322->443 Len=709
283,12:48:53.898,142.251.221.195,192.168.167.137,QUIC,86,443,60322,,,,,,,,,,,QUIC 443->60322 Len=86
284,12:48:53.898,142.251.221.195,192.168.167.137,QUIC,1296,443,60322,,,,,,,,,,,QUIC 443->60322 Len=1296
285,12:48:53.929,192.168.167.137,142.251.221.195,QUIC,1292,60322,443,,,,,,,,,,,QUIC 60322->443 Len=1292
286,12:48:53.933,142.251.221.195,192.168.167.137,QUIC,1296,443,60322,,,,,,,,,,,QUIC 443->60322 Len=1296
287,12:48:53.933,142.251.221.195,192.168.167.137,QUIC,331,443,60322,,,,,,,,,,,QUIC 443->60322 Len=331
288,12:48:53.933,142.251.221.195,192.168.167.137,QUIC,990,443,60322,,,,,,,,,,,QUIC 443->60322 Len=990
289,12:48:53.933,142.251.221.195,192.168.167.137,QUIC,71,443,60322,,,,,,,,,,,QUIC 443->60322 Len=71
290,12:48:53.933,142.251.221.195,192.168.167.137,QUIC,68,443,60322,,,,,,,,,,,QUIC 443->60322 Len=68
291,12:48:53.934,192.168.167.137,142.251.221.195,QUIC,120,60322,443,,,,,,,,,,,QUIC 60322->443 Len=120
292,12:48:53.934,192.168.167.137,142.251.221.195,QUIC,73,60322,443,,,,,,,,,,,QUIC 60322->443 Len=73
293,12:48:53.946,142.251.221.195,192.168.167.137,QUIC,1296,443,60322,,,,,,,,,,,QUIC 443->60322 Len=1296
294,12:48:53.955,142.251.221.195,192.168.167.137,QUIC,166,443,60322,,,,,,,,,,,QUIC 443->60322 Len=166
295,12:48:53.956,192.168.167.137,142.251.221.195,QUIC,75,60322,443,,,,,,,,,,,QUIC 60322->443 Len=75
296,12:48:53.978,192.168.160.198,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
297,12:48:53.978,192.168.191.70,239.255.255.250,UDP,167,56834,1900,,,,,,,,,,,UDP 56834->1900 Len=167
298,12:48:53.978,192.168.172.190,224.0.0.252,UDP,75,50388,5355,,,,,,,,,,,UDP 50388->5355 Len=75
299,12:48:53.978,192.168.171.204,224.0.0.251,UDP,119,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=119
300,12:48:53.978,192.168.179.26,224.0.0.251,UDP,87,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=87
301,12:48:53.982,142.251.221.195,192.168.167.137,QUIC,574,443,60322,,,,,,,,,,,QUIC 443->60322 Len=574
302,12:48:53.983,192.168.167.137,142.251.221.195,QUIC,79,60322,443,,,,,,,,,,,QUIC 60322->443 Len=79
303,12:48:53.994,142.251.221.195,192.168.167.137,QUIC,69,443,60322,,,,,,,,,,,QUIC 443->60322 Len=69
304,12:48:54.114,192.168.167.137,172.217.117.4,HTTPS/TLS,66,63277,443,SYN,,,,,,,,,,TLS  63277->443 [SYN]
305,12:48:54.133,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,63277,SYN-ACK,,,,,,,,,,TLS  443->63277 [SYN-ACK]
306,12:48:54.133,192.168.167.137,172.217.117.4,HTTPS/TLS,54,63277,443,ACK,,,,,,,,,,TLS  63277->443 [ACK]
307,12:48:54.133,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,63277,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 63277->443 [PSH-ACK]
308,12:48:54.143,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,63277,RST-ACK,,,,,,,,,,TLS  443->63277 [RST-ACK]
309,12:48:54.298,192.168.162.107,224.0.0.251,UDP,325,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=325
310,12:48:54.298,192.168.174.180,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
311,12:48:54.298,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
312,12:48:54.298,192.168.163.34,224.0.0.251,UDP,490,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=490
313,12:48:54.298,192.168.190.149,224.0.0.251,UDP,294,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=294
314,12:48:54.298,192.168.173.148,224.0.0.251,UDP,327,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=327
315,12:48:54.298,192.168.173.175,224.0.0.251,UDP,643,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=643
316,12:48:54.298,192.168.181.37,224.0.0.251,UDP,309,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=309
317,12:48:54.298,192.168.172.190,224.0.0.252,UDP,75,50388,5355,,,,,,,,,,,UDP 50388->5355 Len=75
318,12:48:54.298,192.168.179.26,239.255.255.250,UDP,167,52329,1900,,,,,,,,,,,UDP 52329->1900 Len=167
319,12:48:54.436,192.168.167.137,172.217.117.4,HTTPS/TLS,66,63278,443,SYN,,,,,,,,,,TLS  63278->443 [SYN]
320,12:48:54.449,172.217.117.4,192.168.167.137,HTTPS/TLS,70,443,63278,SYN-ACK,,,,,,,,,,TLS  443->63278 [SYN-ACK]
321,12:48:54.449,192.168.167.137,172.217.117.4,HTTPS/TLS,54,63278,443,ACK,,,,,,,,,,TLS  63278->443 [ACK]
322,12:48:54.449,192.168.167.137,172.217.117.4,HTTPS/TLS,1583,63278,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 63278->443 [PSH-ACK]
323,12:48:54.452,172.217.117.4,192.168.167.137,HTTPS/TLS,64,443,63278,RST-ACK,,,,,,,,,,TLS  443->63278 [RST-ACK]
324,12:48:54.595,192.168.178.22,224.0.0.251,UDP,103,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=103
325,12:48:54.595,192.168.160.107,224.0.0.251,UDP,86,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=86
326,12:48:54.739,192.168.167.137,8.8.8.8,DNS,82,51392,53,,eppo-proxy.phantom.app,65,,,,,,,,DNS Query: eppo-proxy.phantom.app (65)
327,12:48:54.740,192.168.167.137,8.8.8.8,DNS,82,60350,53,,eppo-proxy.phantom.app,A,,,,,,,,DNS Query: eppo-proxy.phantom.app (A)
328,12:48:54.780,8.8.8.8,192.168.167.137,DNS,159,53,51392,,eppo-proxy.phantom.app,65,,,,,,,,DNS Query: eppo-proxy.phantom.app (65)
329,12:48:54.782,8.8.8.8,192.168.167.137,DNS,118,53,60350,,eppo-proxy.phantom.app,A,104.18.35.227,,,,,,,DNS Response: eppo-proxy.phantom.app -> 104.18.35.227
330,12:48:54.785,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
331,12:48:54.785,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
332,12:48:54.807,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
333,12:48:54.815,192.168.167.137,8.8.8.8,DNS,76,49587,53,,data.phantom.app,65,,,,,,,,DNS Query: data.phantom.app (65)
334,12:48:54.815,192.168.167.137,8.8.8.8,DNS,76,54142,53,,data.phantom.app,A,,,,,,,,DNS Query: data.phantom.app (A)
335,12:48:54.840,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
336,12:48:54.842,8.8.8.8,192.168.167.137,DNS,112,53,54142,,data.phantom.app,A,172.64.152.29,,,,,,,DNS Response: data.phantom.app -> 172.64.152.29
337,12:48:54.854,8.8.8.8,192.168.167.137,DNS,153,53,49587,,data.phantom.app,65,,,,,,,,DNS Query: data.phantom.app (65)
338,12:48:54.855,192.168.167.137,172.64.152.29,QUIC,1292,56851,443,,,,,,,,,,,QUIC 56851->443 Len=1292
339,12:48:54.856,192.168.167.137,172.64.152.29,QUIC,1292,56851,443,,,,,,,,,,,QUIC 56851->443 Len=1292
340,12:48:54.859,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
341,12:48:54.879,172.64.152.29,192.168.167.137,QUIC,1242,443,56851,,,,,,,,,,,QUIC 443->56851 Len=1242
342,12:48:54.879,172.64.152.29,192.168.167.137,QUIC,1242,443,56851,,,,,,,,,,,QUIC 443->56851 Len=1242
343,12:48:54.879,172.64.152.29,192.168.167.137,QUIC,1242,443,56851,,,,,,,,,,,QUIC 443->56851 Len=1242
344,12:48:54.880,192.168.167.137,172.64.152.29,QUIC,1292,56851,443,,,,,,,,,,,QUIC 56851->443 Len=1292
345,12:48:54.881,192.168.167.137,172.64.152.29,QUIC,1292,56851,443,,,,,,,,,,,QUIC 56851->443 Len=1292
346,12:48:54.882,192.168.167.137,172.64.152.29,QUIC,1286,56851,443,,,,,,,,,,,QUIC 56851->443 Len=1286
347,12:48:54.882,192.168.167.137,172.64.152.29,QUIC,88,56851,443,,,,,,,,,,,QUIC 56851->443 Len=88
348,12:48:54.902,192.168.173.135,239.255.255.250,UDP,698,63411,3702,,,,,,,,,,,UDP 63411->3702 Len=698
349,12:48:54.902,192.168.172.157,192.168.191.255,UDP,110,137,137,,,,,,,,,,,UDP 137->137 Len=110
350,12:48:54.902,172.64.152.29,192.168.167.137,QUIC,527,443,56851,,,,,,,,,,,QUIC 443->56851 Len=527
351,12:48:54.902,172.64.152.29,192.168.167.137,QUIC,66,443,56851,,,,,,,,,,,QUIC 443->56851 Len=66
352,12:48:54.903,172.64.152.29,192.168.167.137,QUIC,65,443,56851,,,,,,,,,,,QUIC 443->56851 Len=65
353,12:48:54.903,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
354,12:48:54.903,192.168.167.137,172.64.152.29,QUIC,85,56851,443,,,,,,,,,,,QUIC 56851->443 Len=85
355,12:48:54.911,172.64.152.29,192.168.167.137,QUIC,300,443,56851,,,,,,,,,,,QUIC 443->56851 Len=300
356,12:48:54.913,192.168.167.137,172.64.152.29,QUIC,87,56851,443,,,,,,,,,,,QUIC 56851->443 Len=87
357,12:48:54.932,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
358,12:48:54.932,172.64.152.29,192.168.167.137,QUIC,66,443,56851,,,,,,,,,,,QUIC 443->56851 Len=66
359,12:48:54.932,172.64.152.29,192.168.167.137,QUIC,91,443,56851,,,,,,,,,,,QUIC 443->56851 Len=91
360,12:48:54.933,192.168.167.137,172.64.152.29,QUIC,87,56851,443,,,,,,,,,,,QUIC 56851->443 Len=87
361,12:48:54.934,192.168.167.137,172.64.152.29,QUIC,91,56851,443,,,,,,,,,,,QUIC 56851->443 Len=91
362,12:48:54.937,192.168.167.137,172.64.152.29,HTTPS/TLS,54,53870,443,FIN-ACK,,,,,,,,,,TLS  53870->443 [FIN-ACK]
363,12:48:54.938,192.168.167.137,104.18.35.227,HTTPS/TLS,66,65360,443,SYN,,,,,,,,,,TLS  65360->443 [SYN]
364,12:48:54.965,172.64.152.29,192.168.167.137,QUIC,70,443,56851,,,,,,,,,,,QUIC 443->56851 Len=70
365,12:48:54.965,104.18.35.227,192.168.167.137,HTTPS/TLS,66,443,65360,SYN-ACK,,,,,,,,,,TLS  443->65360 [SYN-ACK]
366,12:48:54.965,172.64.152.29,192.168.167.137,HTTPS/TLS,60,443,53870,FIN-ACK,,,,,,,,,,TLS  443->53870 [FIN-ACK]
367,12:48:54.965,192.168.167.137,104.18.35.227,HTTPS/TLS,54,65360,443,ACK,,,,,,,,,,TLS  65360->443 [ACK]
368,12:48:54.965,192.168.167.137,172.64.152.29,HTTPS/TLS,54,53870,443,ACK,,,,,,,,,,TLS  53870->443 [ACK]
369,12:48:54.966,192.168.167.137,104.18.35.227,HTTPS/TLS,2031,65360,443,PSH-ACK,,,,,,,,,TLS 1.1,TLS TLS 1.1 65360->443 [PSH-ACK]
370,12:48:54.997,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
371,12:48:54.997,192.168.167.137,172.64.152.29,QUIC,86,56851,443,,,,,,,,,,,QUIC 56851->443 Len=86
372,12:48:55.005,104.18.35.227,192.168.167.137,HTTPS/TLS,1429,443,65360,PSH-ACK,,,,,,,,,TLS 1.3,TLS TLS 1.3 443->65360 [PSH-ACK]
373,12:48:55.006,192.168.167.137,104.18.35.227,HTTPS/TLS,118,65360,443,PSH-ACK,,,,,,,,,,TLS  65360->443 [PSH-ACK]
374,12:48:55.006,192.168.167.137,104.18.35.227,HTTPS/TLS,146,65360,443,PSH-ACK,,,,,,,,,,TLS  65360->443 [PSH-ACK]
375,12:48:55.006,192.168.167.137,104.18.35.227,HTTPS/TLS,605,65360,443,PSH-ACK,,,,,,,,,,TLS  65360->443 [PSH-ACK]
376,12:48:55.037,104.18.35.227,192.168.167.137,HTTPS/TLS,60,443,65360,ACK,,,,,,,,,,TLS  443->65360 [ACK]
377,12:48:55.037,104.18.35.227,192.168.167.137,HTTPS/TLS,575,443,65360,PSH-ACK,,,,,,,,,,TLS  443->65360 [PSH-ACK]
378,12:48:55.038,192.168.167.137,104.18.35.227,HTTPS/TLS,85,65360,443,PSH-ACK,,,,,,,,,,TLS  65360->443 [PSH-ACK]
379,12:48:55.043,104.18.35.227,192.168.167.137,HTTPS/TLS,797,443,65360,PSH-ACK,,,,,,,,,,TLS  443->65360 [PSH-ACK]
380,12:48:55.091,192.168.167.137,104.18.35.227,HTTPS/TLS,54,65360,443,ACK,,,,,,,,,,TLS  65360->443 [ACK]
381,12:48:55.091,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
382,12:48:55.135,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
383,12:48:55.135,104.18.35.227,192.168.167.137,HTTPS/TLS,60,443,65360,ACK,,,,,,,,,,TLS  443->65360 [ACK]
384,12:48:55.200,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
385,12:48:55.205,192.168.173.102,192.168.191.255,UDP,216,138,138,,,,,,,,,,,UDP 138->138 Len=216
386,12:48:55.205,192.168.172.190,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
387,12:48:55.205,192.168.172.190,224.0.0.251,UDP,82,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=82
388,12:48:55.222,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
389,12:48:55.278,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
390,12:48:55.389,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
391,12:48:55.406,104.18.35.227,192.168.167.137,QUIC,1242,443,56773,,,,,,,,,,,QUIC 443->56773 Len=1242
392,12:48:55.425,172.217.114.4,192.168.167.137,HTTPS/TLS,814,443,63152,PSH-ACK,,,,,,,,,,TLS  443->63152 [PSH-ACK]
393,12:48:55.425,172.217.114.4,192.168.167.137,HTTPS/TLS,471,443,63152,PSH-ACK,,,,,,,,,,TLS  443->63152 [PSH-ACK]
394,12:48:55.425,192.168.167.137,172.217.114.4,HTTPS/TLS,54,63152,443,ACK,,,,,,,,,,TLS  63152->443 [ACK]
395,12:48:55.467,192.168.167.137,104.18.35.227,QUIC,1292,56773,443,,,,,,,,,,,QUIC 56773->443 Len=1292
396,12:48:55.526,192.168.173.248,224.0.0.251,UDP,333,5353,5353,,,,,,,,,,,UDP 5353->5353 Len=333
